web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien
"1767551343-353","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Husky Siberien","350 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-354","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Husky Siberien","350 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-355","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot pitbull","250 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-356","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot bichon maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-357","https://sn.coinafrique.com/categorie/chiens?page=7","Chien pitbull mâle","170 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-358","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-359","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-360","https://sn.coinafrique.com/categorie/chiens?page=7","Chien bichon maltais mâle","200 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-361","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot bichon","170 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-362","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Cairn Terrier","75 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-363","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots bergers allemands","175 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-364","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Cockers","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-365","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot berger allemand pur-sang","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-366","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot labrador","115 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551346-367","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot husky sibérien","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-368","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Golden Retriever","650 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-369","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots bergers allemands","160 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-370","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Bulldog français","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-371","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Rottweiller","200 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-372","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Bichon","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-373","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Bichons","130 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-374","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots berger allemand","180 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-375","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Berger Allemand","130 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-376","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Bichons","130 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-377","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots bichons","130 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-378","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots cane corso","350 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-379","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots bichon","130 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-380","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Bichons","30 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-381","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Bichon","130 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-382","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Husky","150 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-383","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Husky","200 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-384","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Berger Allemand","150 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-385","https://sn.coinafrique.com/categorie/chiens?page=6","Mâle Pitbull","120 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-386","https://sn.coinafrique.com/categorie/chiens?page=6","Femelle Berger Allemand","250 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-387","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Bichon Maltais","120 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-388","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots","250 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-389","https://sn.coinafrique.com/categorie/chiens?page=6","Berger Malinois","1 200 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-390","https://sn.coinafrique.com/categorie/chiens?page=6","Berger Malinois","1 200 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-391","https://sn.coinafrique.com/categorie/chiens?page=6","Femelle Husky","500 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-392","https://sn.coinafrique.com/categorie/chiens?page=6","Mâle Boerbull","600 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-393","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots  Berger Allemand","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-394","https://sn.coinafrique.com/categorie/chiens?page=6","Bergers Belges Malinois","200 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-395","https://sn.coinafrique.com/categorie/chiens?page=6","Bichon maltais","300 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-396","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Berger Allemand","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-397","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Béninois Marocain","150 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-398","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot berger allemand mâle","200 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-399","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Rottweilers","250 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-400","https://sn.coinafrique.com/categorie/chiens?page=6","Chien Berger Allemand","250 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-401","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots métisse malinois et berger belge","120 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-402","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots  Bichon","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-403","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots  Berger Allemand","135 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-404","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Pinschers toy","400 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-405","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Bulldogs français","500 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-406","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Bulldogs français","500 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-407","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Berger Allemand","150 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-408","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot femelle boerboel","550 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-409","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Berger Malinois femelle","300 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-410","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Yorkshire Toy","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-411","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot berger","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-412","https://sn.coinafrique.com/categorie/chiens?page=6","Bichon maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-413","https://sn.coinafrique.com/categorie/chiens?page=6","Caniche bichon","200 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-414","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot berger allemand","150 000CFA","Ngaparou, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-415","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Berger Malinois","250 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-416","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Husky","400 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-417","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot pitbull","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-418","https://sn.coinafrique.com/categorie/chiens?page=6","Pitbull","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-419","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot  Husky","390 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-420","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot   Bichon","210 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-421","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots","150 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-422","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Bichons Maltais","360 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-423","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot pittbull mâle","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-424","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Husky","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-425","https://sn.coinafrique.com/categorie/chiens?page=6","Husky Sibérien","600 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-426","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot bichon","250 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-427","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Berger Allemand","200 000CFA","Ngaparou, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-428","https://sn.coinafrique.com/categorie/chiens?page=6","Pit bull terrier","100 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-429","https://sn.coinafrique.com/categorie/chiens?page=6","Chienne Husky","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-430","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Samoyede","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-431","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot","100 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767551346-432","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots métisses","100 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
